"","analysis","feature","index","rt","mz","intensity","area","rtmin","rtmax","mzmin","mzmax","adduct","mass","filled","filtered","filter","sn"
"234","01_ww_is_pos_blank-r001","mz385.3_rt1031_f234",234,1030.692,385.29977113,3017.47192382812,29863.4404975491,1020.322,1040.376,385.29932151,385.30018818,"[M+H]+",384.292495132059,FALSE,FALSE,NA,63
"235","01_ww_is_pos_blank-r001","mz389.253_rt1031_f235",235,1030.692,389.25263433,309933.46875,3342474.4702527,1022.025,1040.376,389.25210228,389.25299994,"[M+H]+",388.245358327876,FALSE,FALSE,NA,309932
"236","01_ww_is_pos_blank-r001","mz390.256_rt1031_f236",236,1030.692,390.25552948,52165.84765625,582005.261066782,1022.025,1040.376,390.25470667,390.25588014,"[M+H]+",389.248253475114,FALSE,FALSE,NA,483
"237","01_ww_is_pos_blank-r001","mz391.257_rt1031_f237",237,1030.692,391.25712573,9669.97265625,100466.252750272,1022.025,1040.376,391.25653205,391.25816244,"[M+H]+",390.24984972908,FALSE,FALSE,NA,26
"238","01_ww_is_pos_blank-r001","mz411.296_rt1031_f238",238,1030.692,411.29621172,8581.052734375,100530.957187979,1022.025,1040.376,411.29537504,411.29692649,"[M+H]+",410.288935722372,FALSE,FALSE,NA,86
"239","01_ww_is_pos_blank-r001","mz251.197_rt1032_f239",239,1031.679,251.19740814,3444.56005859375,34529.2321179722,1025.012,1040.376,251.19480944,251.19876836,"[M+H]+",250.190132141983,FALSE,FALSE,NA,3444
"240","01_ww_is_pos_blank-r001","mz276.158_rt1032_f240",240,1031.679,276.15757425,4671.716796875,71690.1931926853,1013.17,1044.502,276.1556142,276.15907823,"[M+H]+",275.150298246559,FALSE,FALSE,NA,16
"241","01_ww_is_pos_blank-r001","mz405.235_rt1032_f241",241,1031.679,405.23538311,3272.20776367188,18534.3492317245,1027.765,1035.807,405.23305697,405.23811118,"[M+H]+",404.228107108387,FALSE,FALSE,NA,3271
"242","01_ww_is_pos_blank-r001","mz412.297_rt1032_f242",242,1031.679,412.29711289,3398.72412109375,26346.1309964185,1020.585,1037.411,412.29641089,412.29947186,"[M+H]+",411.289836893252,FALSE,FALSE,NA,24
"243","01_ww_is_pos_blank-r001","mz428.322_rt1032_f243",243,1031.679,428.32238916,6702.66357421875,83612.6314105076,1022.025,1041.839,428.3213326,428.32358746,"[M+H]+",427.3151131617,FALSE,FALSE,NA,134
"244","01_ww_is_pos_blank-r001","mz433.278_rt1032_f244",244,1031.679,433.27782774,21103.2421875,246863.41770444,1022.025,1040.376,433.27735452,433.27818943,"[M+H]+",432.270551738498,FALSE,FALSE,NA,112
"245","01_ww_is_pos_blank-r001","mz434.281_rt1032_f245",245,1031.679,434.28106758,4891.73681640625,56139.9578208209,1020.585,1041.839,434.28012662,434.2821058,"[M+H]+",433.273791575088,FALSE,FALSE,NA,4891
"246","01_ww_is_pos_blank-r001","mz342.265_rt1033_f246",246,1033.25,342.26467918,44317.5,293879.429150392,1026.504,1040.376,342.26405536,342.26514257,"[M+H]+",341.257403178973,FALSE,FALSE,NA,100
"247","01_ww_is_pos_blank-r001","mz343.268_rt1033_f247",247,1033.25,343.26834771,9362.91015625,55770.0394488278,1026.504,1038.5,343.26666863,343.26928358,"[M+H]+",342.261071708704,FALSE,FALSE,NA,15
"248","01_ww_is_pos_blank-r001","mz262.239_rt1036_f248",248,1035.807,262.23856966,44257.89453125,261056.55707895,1030.692,1042.883,262.23781397,262.23921832,"[M+H]+",261.231293659633,FALSE,FALSE,NA,44257
"249","01_ww_is_pos_blank-r001","mz263.242_rt1036_f249",249,1035.807,263.2419439,7979.7041015625,46618.547020817,1030.692,1042.883,263.2409631,263.24247849,"[M+H]+",262.234667897456,FALSE,FALSE,NA,131
"250","01_ww_is_pos_blank-r001","mz301.162_rt1036_f250",250,1035.807,301.16217356,6564.12646484375,65921.3122770459,1026.504,1046.234,301.16098325,301.16331567,"[M+H]+",300.154897562277,FALSE,FALSE,NA,34
"251","01_ww_is_pos_blank-r001","mz327.264_rt1036_f251",251,1035.807,327.26385853,5527.75732421875,33104.5394474908,1030.692,1042.883,327.26140449,327.26474069,"[M+H]+",326.2565825337,FALSE,FALSE,NA,53
"252","01_ww_is_pos_blank-r001","mz349.247_rt1036_f252",252,1035.807,349.24682481,16657.376953125,97075.3900163457,1031.679,1040.376,349.24609141,349.24757238,"[M+H]+",348.239548811471,FALSE,FALSE,NA,16656
"253","01_ww_is_pos_blank-r001","mz294.244_rt1040_f253",253,1040.376,294.24385041,20175.046875,213012.537866758,1033.25,1047.587,294.24330017,294.24411891,"[M+H]+",293.236574412946,FALSE,FALSE,NA,22
"254","01_ww_is_pos_blank-r001","mz393.246_rt1040_f254",254,1040.376,393.24600258,2740.10180664062,27591.4279316164,1031.679,1048.606,393.24456026,393.24675438,"[M+H]+",392.238726575401,FALSE,FALSE,NA,48
"255","01_ww_is_pos_blank-r001","mz403.232_rt1040_f255",255,1040.376,403.23168778,5948.64697265625,88094.2865752854,1029.048,1048.606,403.23094479,403.23230654,"[M+H]+",402.224411776545,FALSE,FALSE,NA,29
"256","01_ww_is_pos_blank-r001","mz260.222_rt1045_f256",256,1044.502,260.22213872,8480.048828125,44866.8278192665,1040.376,1050.027,260.22131849,260.22297831,"[M+H]+",259.214862724008,FALSE,FALSE,NA,238
"257","01_ww_is_pos_blank-r001","mz236.165_rt1046_f257",257,1046.234,236.16459384,2846.32666015625,17523.7061562117,1041.839,1050.027,236.16334852,236.16552153,"[M+H]+",235.157317844697,FALSE,FALSE,NA,2845
"258","01_ww_is_pos_blank-r001","mz210.149_rt1050_f258",258,1050.027,210.1492981,8042.7646484375,82525.6188906108,1041.839,1059.94,210.14730895,210.14988209,"[M+H]+",209.142022098135,FALSE,FALSE,NA,16
"259","01_ww_is_pos_blank-r001","mz321.216_rt1050_f259",259,1050.027,321.21609248,3240.21484375,22378.3150085134,1046.234,1056.127,321.21529787,321.21713987,"[M+H]+",320.208816480442,FALSE,FALSE,NA,17
"260","01_ww_is_pos_blank-r001","mz367.269_rt1050_f260",260,1050.027,367.26854924,13017.9560546875,85591.7317178547,1040.376,1053.069,367.26752595,367.26929644,"[M+H]+",366.261273242576,FALSE,FALSE,NA,5299
"261","01_ww_is_pos_blank-r001","mz317.185_rt1053_f261",261,1053.069,317.18469246,2888.00634765625,21587.9495777914,1044.502,1059.94,317.18398267,317.18538276,"[M+H]+",316.177416455489,FALSE,FALSE,NA,59
"262","01_ww_is_pos_blank-r001","mz288.196_rt1054_f262",262,1054.381,288.19617315,2197.44921875,28514.3166282772,1034.379,1072.885,288.19304978,288.19801945,"[M+H]+",287.188897145505,FALSE,FALSE,NA,2129
"263","01_ww_is_pos_blank-r001","mz315.179_rt1055_f263",263,1054.666,315.17882658,103787.6875,954447.474089396,1046.234,1061.671,315.17804069,315.17937688,"[M+H]+",314.171550584919,FALSE,FALSE,NA,1328
"264","01_ww_is_pos_blank-r001","mz316.182_rt1055_f264",264,1054.666,316.18192116,15235.5849609375,134739.53638559,1046.234,1062.875,316.18093396,316.18247479,"[M+H]+",315.174645159626,FALSE,FALSE,NA,210
"265","01_ww_is_pos_blank-r001","mz327.178_rt1055_f265",265,1054.666,327.17823156,2354.25390625,19234.2421836722,1050.027,1062.875,327.17731321,327.18143474,"[M+H]+",326.170955556428,FALSE,FALSE,NA,21
"266","01_ww_is_pos_blank-r001","mz382.278_rt1055_f266",266,1054.666,382.27845987,2325.01220703125,19197.3571561891,1048.606,1059.94,382.27704323,382.27997804,"[M+H]+",381.27118386864,FALSE,FALSE,NA,2324
"267","01_ww_is_pos_blank-r001","mz387.236_rt1055_f267",267,1054.666,387.23595707,12002.3291015625,133155.3981097,1044.502,1061.671,387.23570179,387.23616863,"[M+H]+",386.228681068124,FALSE,FALSE,NA,25
"268","01_ww_is_pos_blank-r001","mz388.239_rt1055_f268",268,1054.666,388.23939949,3809.291015625,29446.9022452999,1047.587,1062.875,388.23719766,388.24207073,"[M+H]+",387.232123488388,FALSE,FALSE,NA,45
"269","01_ww_is_pos_blank-r001","mz376.174_rt1056_f269",269,1056.127,376.17355213,5675.26953125,49778.02745915,1048.606,1062.875,376.17311736,376.17394528,"[M+H]+",375.166276133317,FALSE,FALSE,NA,27
"270","01_ww_is_pos_blank-r001","mz236.163_rt1057_f270",270,1057.321,236.16345886,6511.59619140625,56726.4809565087,1050.027,1062.875,236.16274344,236.16417332,"[M+H]+",235.156182856666,FALSE,FALSE,NA,6511
"271","01_ww_is_pos_blank-r001","mz276.157_rt1059_f271",271,1058.539,276.15731101,9980.97265625,85795.1265337124,1050.027,1064.389,276.15700911,276.15771301,"[M+H]+",275.150035005967,FALSE,FALSE,NA,34
"272","01_ww_is_pos_blank-r001","mz292.228_rt1060_f272",272,1059.94,292.22796898,23340.658203125,651002.643862337,1040.376,1078.677,292.22736005,292.22835231,"[M+H]+",291.220692975691,FALSE,FALSE,NA,58
"273","01_ww_is_pos_blank-r001","mz313.09_rt1062_f273",273,1061.671,313.09027884,107734.25,620526.134823259,1056.127,1068.227,313.08967057,313.09085753,"[M+H]+",312.083002843046,FALSE,FALSE,NA,587
"274","01_ww_is_pos_blank-r001","mz357.116_rt1062_f274",274,1061.671,357.11570354,6209.46923828125,37741.3511327412,1054.666,1068.227,357.11455777,357.11702027,"[M+H]+",356.108427535092,FALSE,FALSE,NA,79
"275","01_ww_is_pos_blank-r001","mz314.093_rt1063_f275",275,1062.875,314.09346387,12678.83203125,75259.6982622845,1056.127,1068.227,314.09232642,314.09428062,"[M+H]+",313.086187872481,FALSE,FALSE,NA,187
"276","01_ww_is_pos_blank-r001","mz236.163_rt1066_f276",276,1065.745,236.16318988,2941.66967773438,22986.5197696842,1062.875,1072.885,236.1623516,236.1639303,"[M+H]+",235.155913884489,FALSE,FALSE,NA,2482
"277","01_ww_is_pos_blank-r001","mz226.18_rt1068_f277",277,1068.227,226.18046276,16825.626953125,100083.871383179,1062.875,1073.729,226.1796925,226.18099202,"[M+H]+",225.173186763815,FALSE,FALSE,NA,67
"278","01_ww_is_pos_blank-r001","mz208.17_rt1069_f278",278,1069.32,208.16970813,3537.11010742188,23244.7616723973,1058.539,1078.677,208.16882179,208.17109321,"[M+H]+",207.162432125225,FALSE,FALSE,NA,27
"279","01_ww_is_pos_blank-r001","mz233.189_rt1069_f279",279,1069.32,233.18856892,5478.30126953125,28081.4732145943,1066.964,1072.885,233.18743568,233.18916716,"[M+H]+",232.18129291528,FALSE,FALSE,NA,12
"280","01_ww_is_pos_blank-r001","mz266.173_rt1069_f280",280,1069.32,266.17322284,8609.7177734375,59418.6199993652,1062.875,1075.298,266.17170342,266.17405895,"[M+H]+",265.165946841581,FALSE,FALSE,NA,21
"281","01_ww_is_pos_blank-r001","mz363.263_rt1069_f281",281,1069.32,363.26303857,4145.17138671875,20192.657213135,1065.745,1072.885,363.26165701,363.26493577,"[M+H]+",362.255762571781,FALSE,FALSE,NA,33
"282","01_ww_is_pos_blank-r001","mz266.212_rt1071_f282",282,1070.872,266.21242685,27195.802734375,186428.638952271,1065.745,1077.406,266.21215859,266.21331828,"[M+H]+",265.205150853599,FALSE,FALSE,NA,29
"283","01_ww_is_pos_blank-r001","mz306.206_rt1071_f283",283,1070.872,306.20553627,50332.5,342113.006423146,1065.745,1077.406,306.20519438,306.20619431,"[M+H]+",305.198260268292,FALSE,FALSE,NA,88
"284","01_ww_is_pos_blank-r001","mz241.178_rt1072_f284",284,1071.765,241.17788025,12374.1865234375,75095.4667862919,1065.745,1077.406,241.17756381,241.17844095,"[M+H]+",240.170604248599,FALSE,FALSE,NA,12373
"285","01_ww_is_pos_blank-r001","mz419.792_rt1072_f285",285,1071.765,419.79155323,3014.3369140625,25252.242614673,1064.389,1082.086,419.78897532,419.79456684,"[M+H]+",418.784277226288,FALSE,FALSE,NA,29
"286","01_ww_is_pos_blank-r001","mz441.806_rt1072_f286",286,1071.765,441.80623193,2862.95678710938,24598.4193363459,1062.875,1077.406,441.80533686,441.80776656,"[M+H]+",440.798955929929,FALSE,FALSE,NA,28
"287","01_ww_is_pos_blank-r001","mz444.283_rt1072_f287",287,1071.765,444.28295876,3866.61938476562,31511.2287026898,1065.745,1079.774,444.28192765,444.28386396,"[M+H]+",443.275682764891,FALSE,FALSE,NA,34
"288","01_ww_is_pos_blank-r001","mz400.758_rt1073_f288",288,1072.885,400.75826783,2192.72387695312,21322.8379135999,1062.875,1084.398,400.75441465,400.76102196,"[M+H]+",399.750991832553,FALSE,FALSE,NA,24
"289","01_ww_is_pos_blank-r001","mz411.751_rt1073_f289",289,1072.885,411.75140194,2189.75048828125,21894.4124390717,1062.875,1083.392,411.74684426,411.75484485,"[M+H]+",410.744125937132,FALSE,FALSE,NA,28
"290","01_ww_is_pos_blank-r001","mz422.269_rt1073_f290",290,1072.885,422.26919511,5035.66552734375,40029.5178572031,1064.389,1078.677,422.26738221,422.27029953,"[M+H]+",421.26191910886,FALSE,FALSE,NA,50
"291","01_ww_is_pos_blank-r001","mz430.783_rt1073_f291",291,1072.885,430.7832348,2822.70458984375,28874.1796513708,1061.671,1080.928,430.78221349,430.78433728,"[M+H]+",429.775958801778,FALSE,FALSE,NA,30
"292","01_ww_is_pos_blank-r001","mz433.263_rt1073_f292",292,1072.885,433.26328131,4662.26025390625,37869.8935149356,1068.227,1082.086,433.26136627,433.26523883,"[M+H]+",432.256005307478,FALSE,FALSE,NA,16
"293","01_ww_is_pos_blank-r001","mz389.739_rt1074_f293",293,1073.729,389.73898262,2429.01708984375,13929.1879980004,1066.964,1078.677,389.7367301,389.74217986,"[M+H]+",388.731706621203,FALSE,FALSE,NA,14
"294","01_ww_is_pos_blank-r001","mz204.16_rt1075_f294",294,1075.298,204.15953486,5855.8916015625,31653.6520033747,1069.32,1080.928,204.15923096,204.15989258,"[M+H]+",203.152258862127,FALSE,FALSE,NA,111
"295","01_ww_is_pos_blank-r001","mz246.159_rt1075_f295",295,1075.298,246.15906008,22309.75390625,143496.800001149,1069.32,1089.48,246.15806256,246.15936375,"[M+H]+",245.151784083575,FALSE,FALSE,NA,324
"296","01_ww_is_pos_blank-r001","mz247.166_rt1075_f296",296,1075.298,247.16594782,473653.4375,2883389.58509714,1069.32,1080.928,247.16558902,247.16620952,"[M+H]+",246.158671824839,FALSE,FALSE,NA,1291
"297","01_ww_is_pos_blank-r001","mz248.169_rt1075_f297",297,1075.298,248.16877263,71732.8046875,431382.700159335,1069.32,1080.928,248.16823766,248.16916929,"[M+H]+",247.161496632269,FALSE,FALSE,NA,223
"298","01_ww_is_pos_blank-r001","mz268.141_rt1075_f298",298,1075.298,268.14136606,8319.501953125,49764.2976096996,1070.872,1080.928,268.1408164,268.14196906,"[M+H]+",267.13409006309,FALSE,FALSE,NA,126
"299","01_ww_is_pos_blank-r001","mz269.148_rt1075_f299",299,1075.298,269.14799325,195016.28125,1126729.22600467,1069.32,1080.928,269.14735923,269.14826138,"[M+H]+",268.140717247219,FALSE,FALSE,NA,1862
"300","01_ww_is_pos_blank-r001","mz270.151_rt1075_f300",300,1075.298,270.15072485,28271.51953125,162185.338240709,1069.32,1080.928,270.14997571,270.15099243,"[M+H]+",269.143448845593,FALSE,FALSE,NA,28271
"301","01_ww_is_pos_blank-r001","mz285.121_rt1075_f301",301,1075.298,285.12120842,4447.28466796875,31632.964680058,1068.227,1085.869,285.11968728,285.12197705,"[M+H]+",284.113932422407,FALSE,FALSE,NA,132
"302","01_ww_is_pos_blank-r001","mz397.78_rt1075_f302",302,1075.298,397.78006143,2609.2138671875,15098.790757324,1072.885,1080.928,397.77842404,397.78147712,"[M+H]+",396.772785432979,FALSE,FALSE,NA,20
"303","01_ww_is_pos_blank-r001","mz425.313_rt1075_f303",303,1075.298,425.31285147,156665.125,1756632.62451777,1065.745,1084.398,425.31185696,425.31322434,"[M+H]+",424.305575471755,FALSE,FALSE,NA,156664
"304","01_ww_is_pos_blank-r001","mz426.316_rt1075_f304",304,1075.298,426.31565456,32297.01171875,385066.060260177,1065.745,1084.398,426.31469973,426.31636521,"[M+H]+",425.308378560873,FALSE,FALSE,NA,253
"305","01_ww_is_pos_blank-r001","mz442.339_rt1075_f305",305,1075.298,442.33941564,121741.546875,1361482.10851224,1066.964,1084.398,442.33853642,442.34001684,"[M+H]+",441.332139638988,FALSE,FALSE,NA,121741
"306","01_ww_is_pos_blank-r001","mz443.342_rt1075_f306",306,1075.298,443.34193895,29252.625,309263.464282856,1065.745,1084.398,443.34077334,443.34274932,"[M+H]+",442.334662949276,FALSE,FALSE,NA,29252
"307","01_ww_is_pos_blank-r001","mz444.344_rt1075_f307",307,1075.298,444.34416506,4453.4033203125,46513.6281283536,1065.745,1083.392,444.34332458,444.34477568,"[M+H]+",443.336889063436,FALSE,FALSE,NA,32
"308","01_ww_is_pos_blank-r001","mz447.295_rt1075_f308",308,1075.298,447.29483951,371970.5,4165056.62186311,1066.964,1084.398,447.29388416,447.29529371,"[M+H]+",446.287563507797,FALSE,FALSE,NA,371970
"309","01_ww_is_pos_blank-r001","mz448.298_rt1075_f309",309,1075.298,448.29777187,75978.2421875,850500.181417252,1065.745,1083.392,448.29703383,448.29841967,"[M+H]+",447.290495871553,FALSE,FALSE,NA,760
"310","01_ww_is_pos_blank-r001","mz449.3_rt1075_f310",310,1075.298,449.29968316,13413.181640625,141474.642501887,1066.964,1084.398,449.29910936,449.30049551,"[M+H]+",448.292407159385,FALSE,FALSE,NA,102
"311","01_ww_is_pos_blank-r001","mz427.318_rt1077_f311",311,1076.571,427.3176521,6219.54443359375,63875.1751424615,1066.964,1085.869,427.31526348,427.31906223,"[M+H]+",426.310376095854,FALSE,FALSE,NA,39
"312","01_ww_is_pos_blank-r001","mz324.216_rt1079_f312",312,1078.954,324.21605128,27171.91015625,679655.709088505,1041.839,1098.631,324.21466926,324.21721233,"[M+H]+",323.208775284381,FALSE,FALSE,NA,84
"313","01_ww_is_pos_blank-r001","mz255.157_rt1080_f313",313,1079.774,255.15705826,5198.8154296875,36172.7424237749,1075.298,1085.869,255.15623027,255.15763534,"[M+H]+",254.149782262161,FALSE,FALSE,NA,5198
"314","01_ww_is_pos_blank-r001","mz308.222_rt1080_f314",314,1079.774,308.22164723,27852.955078125,220794.915316905,1073.729,1082.086,308.22128172,308.22200942,"[M+H]+",307.214371233036,FALSE,FALSE,NA,54
"315","01_ww_is_pos_blank-r001","mz249.185_rt1083_f315",315,1083.392,249.18511416,10750.80078125,74855.4329093432,1078.677,1089.48,249.18437871,249.18562511,"[M+H]+",248.177838158818,FALSE,FALSE,NA,12
"316","01_ww_is_pos_blank-r001","mz266.212_rt1083_f316",316,1083.392,266.21193171,39388.46484375,253046.22256467,1077.406,1089.48,266.21158254,266.21214215,"[M+H]+",265.204655709861,FALSE,FALSE,NA,42
"317","01_ww_is_pos_blank-r001","mz306.205_rt1083_f317",317,1083.392,306.20510933,49062.015625,378330.311080039,1077.406,1089.48,306.20446397,306.20569832,"[M+H]+",305.197833333455,FALSE,FALSE,NA,86
"318","01_ww_is_pos_blank-r001","mz248.2_rt1084_f318",318,1084.398,248.19954611,1510.2978515625,8683.18735810562,1080.928,1087.087,248.19823088,248.20035072,"[M+H]+",247.19227010789,FALSE,FALSE,NA,1509
"319","01_ww_is_pos_blank-r001","mz304.189_rt1084_f319",319,1084.398,304.18884281,8437.99609375,58589.3078193951,1079.774,1089.48,304.18850087,304.18977268,"[M+H]+",303.18156680905,FALSE,FALSE,NA,32
"320","01_ww_is_pos_blank-r001","mz322.2_rt1084_f320",320,1084.398,322.19968122,28107.103515625,207681.562491478,1077.406,1088.181,322.19906051,322.200136,"[M+H]+",321.192405217449,FALSE,FALSE,NA,26
"321","01_ww_is_pos_blank-r001","mz346.2_rt1084_f321",321,1084.398,346.1996617,16657.8828125,256823.26175919,1072.885,1097.316,346.1989685,346.20042293,"[M+H]+",345.192385700629,FALSE,FALSE,NA,68
"322","01_ww_is_pos_blank-r001","mz363.226_rt1084_f322",322,1084.398,363.22559128,3787.09790039062,34486.3610661522,1077.406,1094.493,363.22367956,363.22831849,"[M+H]+",362.21831528468,FALSE,FALSE,NA,16
"323","01_ww_is_pos_blank-r001","mz334.236_rt1086_f323",323,1086.389,334.23625464,53669.94140625,488143.685566408,1075.298,1094.493,334.23544058,334.23678742,"[M+H]+",333.228978642268,FALSE,FALSE,NA,78
"324","01_ww_is_pos_blank-r001","mz251.128_rt1087_f324",324,1087.087,251.12801835,4679.802734375,26372.9673002106,1082.086,1092.291,251.12696529,251.12848577,"[M+H]+",250.120742354389,FALSE,FALSE,NA,20
"325","01_ww_is_pos_blank-r001","mz313.162_rt1087_f325",325,1087.087,313.16249465,3463.642578125,26833.9224839527,1080.928,1094.493,313.16168751,313.16407231,"[M+H]+",312.155218646166,FALSE,FALSE,NA,43
"326","01_ww_is_pos_blank-r001","mz332.28_rt1091_f326",326,1090.969,332.28017346,4469.06201171875,29901.2061836367,1085.869,1097.316,332.27962204,332.28065588,"[M+H]+",331.27289746071,FALSE,FALSE,NA,19
"327","01_ww_is_pos_blank-r001","mz354.262_rt1091_f327",327,1090.969,354.26196971,17805.404296875,139576.147156935,1084.398,1097.316,354.26145206,354.26214696,"[M+H]+",353.254693707122,FALSE,FALSE,NA,12
"328","01_ww_is_pos_blank-r001","mz359.205_rt1091_f328",328,1090.969,359.20496098,9395.158203125,79583.7821623711,1082.086,1097.316,359.20423164,359.20566296,"[M+H]+",358.197684981708,FALSE,FALSE,NA,33
"329","01_ww_is_pos_blank-r001","mz248.201_rt1092_f329",329,1092.291,248.20107065,4701.6162109375,30751.3997200412,1087.087,1096.032,248.20025393,248.20193941,"[M+H]+",247.193794654149,FALSE,FALSE,NA,4701
"330","01_ww_is_pos_blank-r001","mz364.21_rt1093_f330",330,1092.795,364.21040055,45162.12890625,1141973.06069481,1062.875,1118.897,364.2095212,364.21142402,"[M+H]+",363.203124552094,FALSE,FALSE,NA,69
"331","01_ww_is_pos_blank-r001","mz264.195_rt1096_f331",331,1096.032,264.19477581,8182.5888671875,70977.3216433913,1089.48,1101.138,264.19417253,264.19538176,"[M+H]+",263.187499811202,FALSE,FALSE,NA,18
"332","01_ww_is_pos_blank-r001","mz425.312_rt1096_f332",332,1096.032,425.31209668,27211.2109375,167979.230527543,1084.398,1104.47,425.31145466,425.31326564,"[M+H]+",424.304820680478,FALSE,FALSE,NA,8124
"333","01_ww_is_pos_blank-r001","mz340.21_rt1096_f333",333,1096.102,340.21028028,26545.373046875,200857.933155927,1085.869,1105.938,340.20911941,340.21226156,"[M+H]+",339.20300428244,FALSE,FALSE,NA,54
"334","01_ww_is_pos_blank-r001","mz224.202_rt1097_f334",334,1097.316,224.20177253,10204.7607421875,67945.9391793374,1090.969,1102.323,224.20129089,224.20196691,"[M+H]+",223.194496532125,FALSE,FALSE,NA,20
"335","01_ww_is_pos_blank-r001","mz306.206_rt1097_f335",335,1097.316,306.20559198,19016.92578125,246326.796366212,1089.48,1105.938,306.20522448,306.20601083,"[M+H]+",305.198315980247,FALSE,FALSE,NA,32
"336","01_ww_is_pos_blank-r001","mz290.174_rt1099_f336",336,1098.631,290.17391645,3524.43505859375,23234.710625786,1092.291,1104.47,290.17307963,290.17507709,"[M+H]+",289.166640450369,FALSE,FALSE,NA,3523
"337","01_ww_is_pos_blank-r001","mz290.27_rt1099_f337",337,1098.631,290.26969453,12902.203125,79474.4579995492,1092.291,1103.221,290.26909263,290.27031337,"[M+H]+",289.262418531856,FALSE,FALSE,NA,126
"338","01_ww_is_pos_blank-r001","mz447.293_rt1099_f338",338,1098.631,447.29271204,70674.21875,357186.04178933,1084.398,1103.221,447.29166186,447.29350928,"[M+H]+",446.285436040103,FALSE,FALSE,NA,10144
"339","01_ww_is_pos_blank-r001","mz270.243_rt1100_f339",339,1099.999,270.2434107,10867.6884765625,71820.8714239413,1089.48,1106.773,270.24180898,270.24423736,"[M+H]+",269.236134703324,FALSE,FALSE,NA,26
"340","01_ww_is_pos_blank-r001","mz248.202_rt1101_f340",340,1101.138,248.20189371,3399.6328125,32037.4557632397,1096.032,1107.965,248.20064873,248.20268393,"[M+H]+",247.194617711909,FALSE,FALSE,NA,3399
"341","01_ww_is_pos_blank-r001","mz233.112_rt1102_f341",341,1102.323,233.11231512,4443.44189453125,21858.0050386278,1097.316,1106.773,233.11180955,233.11354914,"[M+H]+",232.105039115471,FALSE,FALSE,NA,17
"342","01_ww_is_pos_blank-r001","mz331.268_rt1102_f342",342,1102.323,331.26781327,8552.30859375,81414.1684431828,1096.032,1109.16,331.26670709,331.26873812,"[M+H]+",330.260537274856,FALSE,FALSE,NA,26
"343","01_ww_is_pos_blank-r001","mz442.336_rt1102_f343",343,1102.323,442.33632354,20278.619140625,109679.872909942,1084.398,1105.938,442.33370167,442.33731697,"[M+H]+",441.329047543039,FALSE,FALSE,NA,2051
"344","01_ww_is_pos_blank-r001","mz240.233_rt1103_f344",344,1103.221,240.23291812,3131.16748046875,19500.2393202576,1097.316,1109.16,240.2324005,240.23335039,"[M+H]+",239.225642120343,FALSE,FALSE,NA,23
"345","01_ww_is_pos_blank-r001","mz330.265_rt1103_f345",345,1103.221,330.26487877,49590.875,502342.253898238,1096.032,1110.515,330.26431755,330.26533957,"[M+H]+",329.257602767208,FALSE,FALSE,NA,102
"346","01_ww_is_pos_blank-r001","mz332.28_rt1103_f346",346,1103.221,332.28011513,8466.1640625,64123.5383147464,1097.316,1109.16,332.27973655,332.28039217,"[M+H]+",331.272839132752,FALSE,FALSE,NA,37
"347","01_ww_is_pos_blank-r001","mz343.297_rt1103_f347",347,1103.221,343.2965212,5684.22265625,37330.6951612795,1097.316,1109.16,343.29468781,343.29740443,"[M+H]+",342.289245195873,FALSE,FALSE,NA,49
"348","01_ww_is_pos_blank-r001","mz352.247_rt1103_f348",348,1103.221,352.24715772,110471.3515625,1347234.43898383,1096.032,1110.515,352.24658361,352.2476323,"[M+H]+",351.239881722266,FALSE,FALSE,NA,28
"349","01_ww_is_pos_blank-r001","mz354.262_rt1103_f349",349,1103.221,354.26196064,30295.068359375,195225.270448904,1097.316,1107.965,354.26106759,354.26263892,"[M+H]+",353.254684641905,FALSE,FALSE,NA,20
"350","01_ww_is_pos_blank-r001","mz417.246_rt1103_f350",350,1103.221,417.24617121,5097.294921875,58705.2164829707,1092.291,1111.639,417.24420268,417.24780811,"[M+H]+",416.238895207011,FALSE,FALSE,NA,23
"351","01_ww_is_pos_blank-r001","mz387.2_rt1104_f351",351,1104.47,387.19990652,3790.89477539062,33623.937057145,1097.316,1111.639,387.1993406,387.20109733,"[M+H]+",386.1926305161,FALSE,FALSE,NA,20
"352","01_ww_is_pos_blank-r001","mz445.278_rt1104_f352",352,1104.47,445.27801097,12930.0751953125,138520.96285082,1096.032,1111.639,445.27669385,445.27918491,"[M+H]+",444.270734965283,FALSE,FALSE,NA,39
"353","01_ww_is_pos_blank-r001","mz285.204_rt1106_f353",353,1105.584,285.20437263,3844.0673828125,38016.4169096782,1096.032,1114.696,285.20312348,285.20646143,"[M+H]+",284.19709663258,FALSE,FALSE,NA,3843
"354","01_ww_is_pos_blank-r001","mz448.813_rt1106_f354",354,1105.938,448.81288345,7004.466796875,59910.9208282464,1098.631,1115.956,448.81136838,448.81430024,"[M+H]+",447.805607454724,FALSE,FALSE,NA,56
"355","01_ww_is_pos_blank-r001","mz288.254_rt1107_f355",355,1106.773,288.25387705,2465.06665039062,14969.57716796,1101.138,1110.515,288.25159843,288.25523331,"[M+H]+",287.246601048783,FALSE,FALSE,NA,14
"356","01_ww_is_pos_blank-r001","mz322.2_rt1107_f356",356,1106.773,322.20043164,33553.78125,324844.513524237,1099.999,1112.518,322.19980475,322.20175097,"[M+H]+",321.193155639271,FALSE,FALSE,NA,31
